Name,Platform,Year_of_Release,Genre,NA_players,EU_players,JP_players,Other_players,Critic_Score,User_Score,Rating
Rally Challenge 2000,N64,1999-01-01,Racing,0.03,0.01,0,0,nan,,
PD Ultraman Battle Collection 64,N64,1999-01-01,Strategy,0,0,0.04,0,nan,,
NHL Blades of Steel 2000,PS,1999-01-01,Sports,0.02,0.01,0,0,nan,,
Ballistic,PS,1999-01-01,Puzzle,0.02,0.01,0,0,nan,,
Countdown Vampires,PS,1999-01-01,Adventure,0.02,0.01,0,0,41,tbd,M
Battle Hunter,PS,1999-01-01,Strategy,0.02,0.01,0,0,nan,,
Konami Arcade Classics,PS,1999-01-01,Misc,0.02,0.01,0,0,nan,,
Mr. Driller,PS,1999-01-01,Puzzle,0.02,0.01,0,0,nan,,
Deception III: Dark Delusion,PS,1999-01-01,Role-Playing,0.02,0.01,0,0,nan,,
Dancing Blade II: Tears of Eden,PS,1999-01-01,Adventure,0,0,0.03,0,nan,,
Charlie Blasts Territory,N64,1999-01-01,Action,0.02,0.01,0,0,nan,,
Renegade Racers,PS,1999-01-01,Racing,0.01,0.01,0,0,nan,,
Board Game: Top Shop,PS,1999-01-01,Misc,0.01,0.01,0,0,nan,,
RayCrisis: Series Termination,PS,1999-01-01,Shooter,0.01,0.01,0,0,67,tbd,E
Jojo's Bizarre Adventure,PS,1999-01-01,Fighting,0.01,0.01,0,0,nan,,
Super Bowling,N64,1999-01-01,Sports,0.02,0,0,0,nan,,
Silent Bomber,PS,1999-01-01,Action,0.01,0.01,0,0,nan,,
The Longest Journey,PC,1999-01-01,Adventure,0,0.01,0,0,91,8.9,M
Iron Soldier 3,PS,1999-01-01,Simulation,0.01,0.01,0,0,nan,,
Legoland,PC,1999-01-01,Action,0,0.01,0,0,nan,,
Vanark,PS,1999-01-01,Shooter,0.01,0.01,0,0,nan,,
K-1 Grand Prix,PS,1999-01-01,Fighting,0.01,0.01,0,0,nan,,
Builder's Block,PS,1999-01-01,Strategy,0.01,0,0,0,nan,,
Samurai Shodown: Warrios Rage,PS,1999-01-01,Fighting,0.01,0,0,0,nan,,
Carmageddon 64,N64,1999-01-01,Action,0.01,0,0,0,nan,,
Pokémon Yellow: Special Pikachu Edition,GB,1998-01-01,Role-Playing,5.89,5.04,3.12,0.59,nan,,
The Legend of Zelda: Ocarina of Time,N64,1998-01-01,Action,4.1,1.89,1.45,0.16,nan,,
Tekken 3,PS,1998-01-01,Fighting,3.27,2.22,1.4,0.29,96,9.1,T
Crash Bandicoot 3: Warped,PS,1998-01-01,Platform,3.68,1.75,1.42,0.28,91,8.9,E
Metal Gear Solid,PS,1998-01-01,Action,3.18,1.83,0.78,0.24,94,9.4,M
Resident Evil 2,PS,1998-01-01,Action,1.88,1.47,2.02,0.45,89,9.2,M
Spyro the Dragon,PS,1998-01-01,Platform,3.36,1.36,0.07,0.21,nan,,
Pokémon Trading Card Game,GB,1998-01-01,Strategy,1.49,0.73,1.38,0.1,nan,,
Banjo-Kazooie,N64,1998-01-01,Platform,1.87,1.13,0.55,0.1,nan,,
Grand Theft Auto 2,PS,1998-01-01,Action,1.13,2.07,0,0.22,70,8,T
WWF War Zone,PS,1998-01-01,Fighting,2.47,0.76,0,0.13,nan,,
Rugrats: Search For Reptar,PS,1998-01-01,Adventure,1.63,1.53,0,0.18,nan,,
Need for Speed III: Hot Pursuit,PS,1998-01-01,Racing,2.14,0.86,0,0.13,88,,E
Colin McRae Rally,PS,1998-01-01,Racing,0.09,2.43,0.12,0.22,nan,,
A Bug's Life,PS,1998-01-01,Platform,1.96,0.72,0,0.11,nan,,
Mario Party,N64,1998-01-01,Misc,1.25,0.53,0.87,0.05,nan,,
Medal of Honor,PS,1998-01-01,Shooter,1.44,1.09,0,0.14,92,8.6,T
Tomb Raider: The Last Revelation,PS,1998-01-01,Action,1.15,1.14,0.06,0.13,nan,,
Sonic Adventure,DC,1998-01-01,Platform,1.26,0.61,0.46,0.08,nan,,
Dino Crisis,PS,1998-01-01,Action,0.81,0.76,0.7,0.14,nan,,
WCW/nWo Revenge,N64,1998-01-01,Fighting,1.94,0.39,0.03,0.02,nan,,
Dragon Warrior Monsters,GB,1998-01-01,Role-Playing,0,0,2.34,0.01,nan,,
Cool Boarders 3,PS,1998-01-01,Sports,1.65,0.46,0.1,0.1,nan,,
The Legend of Zelda: Link's Awakening DX,GB,1998-01-01,Adventure,1,0.63,0.45,0.13,nan,,
Star Wars: Rogue Squadron,N64,1998-01-01,Simulation,1.6,0.46,0.08,0.03,nan,,
Parasite Eve,PS,1998-01-01,Role-Playing,0.94,0.07,1.05,0.04,81,8.9,M
Sim Theme Park,PC,1998-01-01,Strategy,2.04,0.04,0,0,nan,8.3,E
R4: Ridge Racer Type 4,PS,1998-01-01,Racing,0.68,0.46,0.79,0.13,88,9.2,
1080°: TenEighty Snowboarding,N64,1998-01-01,Sports,1.25,0.61,0.13,0.05,nan,,
Tetris DX,GB,1998-01-01,Puzzle,1.06,0.6,0.2,0.07,nan,,
WCW Nitro,PS,1998-01-01,Fighting,1.42,0.36,0.03,0.07,nan,,
FIFA 2000,PS,1998-01-01,Sports,0.22,1.47,0.04,0.14,nan,,
"Hey You, Pikachu!",N64,1998-01-01,Simulation,0.83,0.06,0.93,0,nan,,
WWF Attitude,PS,1998-01-01,Fighting,1.27,0.42,0,0.07,nan,,
Madden NFL 2000,PS,1998-01-01,Sports,1.68,0.04,0,0.04,nan,,
Madden NFL 99,PS,1998-01-01,Sports,1.66,0.04,0,0.04,nan,,
Twisted Metal III,PS,1998-01-01,Action,1.48,0.2,0,0.05,nan,,
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998-01-01,Platform,0.99,0.64,0,0.08,nan,,
WCW/NWO Thunder,PS,1998-01-01,Fighting,1.1,0.48,0.04,0.07,nan,,
Sled Storm,PS,1998-01-01,Racing,0.9,0.61,0,0.11,nan,,
Yu-Gi-Oh! Duel Monsters,GB,1998-01-01,Strategy,0,0,1.61,0.01,nan,,
F-1 World Grand Prix,N64,1998-01-01,Racing,0.46,0.96,0.09,0.08,nan,,
NFL GameDay 99,PS,1998-01-01,Sports,1.44,0.05,0,0.04,nan,,
NASCAR 99,PS,1998-01-01,Racing,1.45,0.04,0,0.04,nan,,
NBA Live 2000,PS,1998-01-01,Sports,1.43,0.05,0,0.03,nan,,
NFL Blitz,PS,1998-01-01,Sports,1.41,0.05,0,0.04,nan,,
Pac-Man World,PS,1998-01-01,Action,1.21,0.14,0.1,0.04,nan,,
Xenogears,PS,1998-01-01,Role-Playing,0.29,0.19,0.89,0.1,84,8.4,T
Mortal Kombat 4,PS,1998-01-01,Fighting,0.81,0.55,0,0.1,nan,,
WCW vs the World,PS,1998-01-01,Fighting,1.17,0.2,0.04,0.05,nan,,
Duke Nukem: Time to Kill,PS,1998-01-01,Shooter,0.77,0.54,0,0.07,nan,,
A Collection of Activision Classic Games for the Atari 2600,PS,1998-01-01,Misc,0.76,0.52,0,0.09,nan,,
Pocket Monsters Stadium,N64,1998-01-01,Strategy,0,0,1.37,0,nan,,
WWF War Zone,N64,1998-01-01,Fighting,1.08,0.24,0,0.02,nan,,
TOCA 2: Touring Cars,PS,1998-01-01,Racing,0.03,1.16,0.02,0.11,nan,,
Devil Dice,PS,1998-01-01,Puzzle,0.05,0.03,1.1,0.08,nan,,
Brian Lara Cricket,PS,1998-01-01,Sports,0.02,1.13,0.01,0.1,nan,,
Wheel of Fortune,PS,1998-01-01,Misc,0.99,0.22,0,0.04,nan,,
Road Rash 3D,PS,1998-01-01,Racing,1.05,0.16,0,0.04,nan,,
Vigilante 8,PS,1998-01-01,Racing,0.68,0.47,0,0.08,nan,,
WCW Mayhem,PS,1998-01-01,Fighting,0.68,0.46,0,0.08,nan,,
Kobe Bryant in NBA Courtside,N64,1998-01-01,Sports,1.02,0.13,0.04,0.01,nan,,
Cool Boarders 4,PS,1998-01-01,Sports,0.65,0.44,0,0.08,nan,,
Asteroids,PS,1998-01-01,Shooter,0.64,0.43,0,0.07,nan,,
Brave Fencer Musashi,PS,1998-01-01,Role-Playing,0.25,0.17,0.65,0.07,81,8.5,E
South Park,N64,1998-01-01,Shooter,0.9,0.23,0,0.02,nan,,
Jampack Winter '98,PS,1998-01-01,Misc,0.63,0.43,0,0.07,nan,,
F-Zero X,N64,1998-01-01,Racing,0.45,0.33,0.29,0.03,nan,,
Star Ocean: The Second Story,PS,1998-01-01,Role-Playing,0.26,0.1,0.72,0.02,80,8.5,E
BeatMania,PS,1998-01-01,Simulation,0,0,1.07,0.02,nan,,
NFL Blitz 2000,PS,1998-01-01,Sports,0.6,0.41,0,0.07,nan,,
Ready 2 Rumble Boxing,PS,1998-01-01,Sports,0.6,0.41,0,0.07,nan,,
NCAA Football 99,PS,1998-01-01,Sports,0.59,0.4,0,0.07,nan,,
Simple 1500 Series Vol. 1: The Mahjong,PS,1998-01-01,Misc,0,0,0.99,0.07,nan,,
NFL Blitz,N64,1998-01-01,Sports,1.02,0.04,0,0.01,nan,,
Monster Rancher 2,PS,1998-01-01,Simulation,0.19,0.13,0.66,0.07,83,,E
Jeremy McGrath Supercross 98,PS,1998-01-01,Racing,0.91,0.1,0,0.03,nan,,
Street Fighter Alpha 3,PS,1998-01-01,Fighting,0.38,0.12,0.51,0.02,93,8.5,T
Pong: The Next Level,PS,1998-01-01,Puzzle,0.56,0.38,0,0.07,nan,,
Oddworld: Abe's Exoddus,PS,1998-01-01,Platform,0.55,0.38,0,0.06,88,9.1,T
NASCAR 99,N64,1998-01-01,Racing,0.94,0.04,0,0.01,nan,,
Glover,N64,1998-01-01,Platform,0.72,0.17,0,0.01,nan,,
Madden NFL 99,N64,1998-01-01,Sports,0.84,0.05,0,0.01,nan,,
NHL 2000,PS,1998-01-01,Sports,0.48,0.33,0,0.06,nan,,
MLB 99,PS,1998-01-01,Sports,0.48,0.32,0,0.06,nan,,
The Game of Life,PS,1998-01-01,Misc,0.46,0.31,0,0.05,nan,,
MediEvil,PS,1998-01-01,Platform,0.46,0.31,0,0.05,nan,,
The Next Tetris,PS,1998-01-01,Puzzle,0.45,0.31,0,0.05,nan,,
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998-01-01,Sports,0,0,0.75,0.05,nan,,
Major League Baseball Featuring Ken Griffey Jr,N64,1998-01-01,Sports,0.75,0.03,0,0.01,nan,,
NBA ShootOut 98,PS,1998-01-01,Sports,0.43,0.29,0,0.05,nan,,
ISS Pro Evolution,PS,1998-01-01,Sports,0,0,0.71,0.05,94,8.7,E
Mortal Kombat 4,N64,1998-01-01,Fighting,0.55,0.17,0,0.01,nan,,
SD Gundam G Generation,PS,1998-01-01,Strategy,0,0,0.67,0.05,nan,,
Fear Effect,PS,1998-01-01,Action,0.4,0.27,0,0.05,nan,,
South Park,PS,1998-01-01,Shooter,0.39,0.27,0,0.05,nan,,
Command & Conquer: Red Alert Retaliation,PS,1998-01-01,Strategy,0.39,0.27,0,0.05,nan,,
Chocobo's Dungeon 2,PS,1998-01-01,Role-Playing,0.04,0.03,0.58,0.05,nan,,
NFL Xtreme,PS,1998-01-01,Sports,0.38,0.26,0,0.05,nan,,
Bushido Blade 2,PS,1998-01-01,Fighting,0.25,0.17,0.22,0.04,nan,,
Suikoden II,PS,1998-01-01,Role-Playing,0.15,0.1,0.38,0.04,82,8.4,T
Street Sk8er,PS,1998-01-01,Sports,0.37,0.25,0,0.04,nan,,
Spice World,PS,1998-01-01,Action,0.37,0.25,0,0.04,nan,,
Tiger Woods PGA Tour 2000,PS,1998-01-01,Sports,0.37,0.25,0,0.04,nan,,
Legend of Legaia,PS,1998-01-01,Role-Playing,0.37,0.25,0,0.04,nan,,
Um Jammer Lammy,PS,1998-01-01,Misc,0.12,0.08,0.41,0.04,nan,,
Animaniacs Ten Pin Alley,PS,1998-01-01,Sports,0.36,0.25,0,0.04,nan,,
Centipede,PS,1998-01-01,Shooter,0.36,0.25,0,0.04,nan,,
Cruis'n World,N64,1998-01-01,Racing,0.59,0.04,0,0.01,nan,,
A Bug's Life,N64,1998-01-01,Platform,0.49,0.13,0,0.01,nan,,
Tomb Raider III: Adventures of Lara Croft,PC,1998-01-01,Action,0.59,0.03,0,0,nan,8.2,T
NFL Quarterback Club 99,N64,1998-01-01,Sports,0.59,0.02,0,0,nan,,
Small Soldiers,PS,1998-01-01,Platform,0.34,0.23,0,0.04,nan,,
BeatMania Append 3rdMix,PS,1998-01-01,Simulation,0,0,0.56,0.04,nan,,
Xena: Warrior Princess,PS,1998-01-01,Adventure,0.33,0.23,0,0.04,nan,,
CyberTiger,PS,1998-01-01,Sports,0.33,0.22,0,0.04,nan,,
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,1998-01-01,Sports,0,0,0.55,0.04,nan,,
International Superstar Soccer '98,N64,1998-01-01,Sports,0.06,0.3,0.19,0.03,nan,,
World Cup 98,N64,1998-01-01,Sports,0.14,0.4,0,0.04,nan,,
Tales of Phantasia,PS,1998-01-01,Role-Playing,0,0,0.54,0.04,nan,,
Gex: Enter the Gecko,PS,1998-01-01,Platform,0.32,0.22,0,0.04,nan,,
Championship Motocross featuring Ricky Carmichael,PS,1998-01-01,Racing,0.32,0.22,0,0.04,nan,,
Lunar: Silver Star Story Complete,PS,1998-01-01,Role-Playing,0.27,0.18,0.06,0.04,78,9.1,T
Super Robot Taisen F Kanketsuhen,SAT,1998-01-01,Strategy,0,0,0.55,0,nan,,
FIFA 99,N64,1998-01-01,Sports,0.11,0.39,0,0.03,nan,,
Bust A Groove,PS,1998-01-01,Misc,0.09,0.06,0.35,0.04,nan,,
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998-01-01,Adventure,0,0,0.53,0,nan,,
Rival Schools: United By Fate,PS,1998-01-01,Fighting,0.12,0.08,0.28,0.03,nan,,
Wu-Tang: Shaolin Style,PS,1998-01-01,Fighting,0.27,0.18,0,0.03,nan,,
All-Star Baseball 99,N64,1998-01-01,Sports,0.44,0.04,0,0,nan,,
NBA Live 99,N64,1998-01-01,Sports,0.45,0.02,0,0,nan,,
Bomberman Hero,N64,1998-01-01,Platform,0.27,0.06,0.08,0.05,nan,,
Quest 64,N64,1998-01-01,Role-Playing,0.38,0.08,0,0.01,nan,,
NCAA Gamebreaker 99,PS,1998-01-01,Sports,0.25,0.17,0,0.03,nan,,
World Stadium 2,PS,1998-01-01,Sports,0,0,0.42,0.03,nan,,
Apocalypse,PS,1998-01-01,Action,0.25,0.17,0,0.03,nan,,
Rampage World Tour,N64,1998-01-01,Action,0.36,0.08,0,0.01,nan,,
WipEout 64,N64,1998-01-01,Racing,0.28,0.14,0,0.01,nan,,
Rascal,PS,1998-01-01,Action,0.24,0.16,0,0.03,nan,,
JGTC: All-Japan Grand Touring Car Championship,PS,1998-01-01,Racing,0.23,0.16,0,0.03,nan,,
Rush 2: Extreme Racing USA,N64,1998-01-01,Racing,0.35,0.06,0,0,nan,,
International Superstar Soccer Pro '98,PS,1998-01-01,Sports,0.02,0.02,0.35,0.03,nan,,
Tomb Raider: The Last Revelation,PC,1998-01-01,Action,0.41,0,0,0,nan,8.6,T
Quake II,PS,1998-01-01,Shooter,0.23,0.16,0,0.03,nan,,
'98 Koshien,PS,1998-01-01,Sports,0.15,0.1,0.12,0.03,nan,,
NHL 99,N64,1998-01-01,Sports,0.38,0.01,0,0,nan,,
Thrasher Presents: Skate and Destroy,PS,1998-01-01,Sports,0.22,0.15,0,0.03,nan,,
Extreme-G: XG2,N64,1998-01-01,Racing,0.31,0.07,0,0,nan,,
Wario Land II (GBC),GB,1998-01-01,Platform,0,0,0.38,0,nan,,
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,1998-01-01,Racing,0,0,0.36,0.03,nan,,
Ninja: Shadow of Darkness,PS,1998-01-01,Action,0.21,0.14,0,0.02,nan,,
Rogue Trip: Vacation 2012,PS,1998-01-01,Racing,0.21,0.14,0,0.02,nan,,
Yarudora Series Vol.1: Double Cast,PS,1998-01-01,Adventure,0,0,0.35,0.02,nan,,
Virtua Fighter 3tb,DC,1998-01-01,Fighting,0,0,0.37,0,nan,,
South Park Rally,PS,1998-01-01,Racing,0.2,0.13,0,0.02,nan,,
Blasto,PS,1998-01-01,Action,0.2,0.13,0,0.02,nan,,
Rally Cross 2,PS,1998-01-01,Racing,0.19,0.13,0,0.02,nan,,
Kurushi Final: Mental Blocks,PS,1998-01-01,Puzzle,0,0,0.32,0.02,nan,,
Off Road Challenge,N64,1998-01-01,Racing,0.27,0.06,0,0,nan,,
Backstreet Billiards,PS,1998-01-01,Misc,0.19,0.13,0,0.02,nan,,
Tiny Tank,PS,1998-01-01,Action,0.19,0.13,0,0.02,nan,,
Bomberman World,PS,1998-01-01,Puzzle,0.06,0.04,0.22,0.02,nan,,
Deathtrap Dungeon,PS,1998-01-01,Action,0.19,0.13,0,0.02,nan,,
BattleTanx,N64,1998-01-01,Action,0.26,0.06,0,0,nan,,
Pitfall 3D: Beyond the Jungle,PS,1998-01-01,Platform,0.18,0.12,0,0.02,nan,,
NHL Breakaway 98,N64,1998-01-01,Sports,0.3,0.02,0,0,nan,,
Heart of Darkness,PS,1998-01-01,Platform,0.18,0.12,0,0.02,nan,,
Sesame Street: Elmo's Letter Adventure,PS,1998-01-01,Misc,0.17,0.12,0,0.02,nan,,
Tiny Toon Adventures: The Great Beanstalk,PS,1998-01-01,Misc,0.17,0.12,0,0.02,nan,,
Goemon's Great Adventure,N64,1998-01-01,Platform,0.06,0.02,0.13,0.1,nan,,
Vigilante 8,N64,1998-01-01,Racing,0.25,0.06,0,0,nan,,
Demolition Racer,PS,1998-01-01,Racing,0.17,0.12,0,0.02,nan,,
NHL FaceOff 2000,PS,1998-01-01,Sports,0.17,0.12,0,0.02,nan,,
South Park: Chef's Luv Shack,PS,1998-01-01,Misc,0.17,0.12,0,0.02,nan,,
Ehrgeiz,PS,1998-01-01,Fighting,0.17,0.12,0,0.02,nan,,
Kagero: Deception II,PS,1998-01-01,Strategy,0.03,0.02,0.22,0.02,nan,,
Viz,N64,1998-01-01,Racing,0.23,0.06,0,0,nan,,
Top Gear Overdrive,N64,1998-01-01,Racing,0.23,0.06,0,0,nan,,
Dead or Alive,PS,1998-01-01,Fighting,0.09,0.06,0.1,0.02,84,8.6,T
Civilization II,PS,1998-01-01,Strategy,0.15,0.11,0,0.02,nan,,
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998-01-01,Role-Playing,0,0,0.26,0.02,nan,,
Warpath: Jurassic Park,PS,1998-01-01,Fighting,0.15,0.1,0,0.02,nan,,
Resident Evil 2: Dual Shock Edition,PS,1998-01-01,Action,0,0,0.26,0.02,nan,,
Jikkyou Powerful Pro Yakyuu 5,N64,1998-01-01,Sports,0,0,0.27,0,nan,,
NBA Jam 99,N64,1998-01-01,Sports,0.25,0.02,0,0,nan,,
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998-01-01,Sports,0,0,0.25,0.02,nan,,
Jade Cocoon: Story of the Tamamayu,PS,1998-01-01,Role-Playing,0.15,0.1,0,0.02,nan,,
The House of the Dead 2,DC,1998-01-01,Shooter,0,0,0.26,0,nan,,
Marvel Super Heroes vs. Street Fighter,PS,1998-01-01,Fighting,0.14,0.1,0,0.02,nan,,
Choro Q3,PS,1998-01-01,Racing,0,0,0.24,0.02,nan,,
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998-01-01,Sports,0,0,0.24,0.02,nan,,
Kidou Senshi Gundam: Giren no Yabou,SAT,1998-01-01,Strategy,0,0,0.25,0,nan,,
Evil Zone,PS,1998-01-01,Fighting,0.14,0.1,0,0.02,nan,,
Fox Sports College Hoops '99,N64,1998-01-01,Sports,0.2,0.05,0,0,nan,,
Gex 64: Enter the Gecko,N64,1998-01-01,Action,0.2,0.05,0,0,nan,,
Caesars Palace II,PS,1998-01-01,Misc,0.14,0.09,0,0.02,nan,,
Pro Yakyuu Team o Tsukurou!,SAT,1998-01-01,Sports,0,0,0.25,0,nan,,
Sentimental Graffiti,SAT,1998-01-01,Adventure,0,0,0.25,0,nan,,
Shadow Man,PS,1998-01-01,Action,0.14,0.09,0,0.02,nan,,
Lucky Luke,PS,1998-01-01,Platform,0.13,0.09,0,0.02,nan,,
Forsaken,PS,1998-01-01,Shooter,0.13,0.09,0,0.02,nan,,
Wild 9,PS,1998-01-01,Action,0.13,0.09,0,0.02,nan,,
Sesame Street: Elmo's Number Journey,PS,1998-01-01,Misc,0.13,0.09,0,0.02,nan,,
Street Fighter EX2 Plus,PS,1998-01-01,Fighting,0.13,0.09,0,0.02,nan,,
Gundam Battle Assault,PS,1998-01-01,Fighting,0.13,0.09,0,0.02,61,7.8,T
Colony Wars: Vengeance,PS,1998-01-01,Simulation,0.13,0.09,0,0.02,nan,,
Rampage 2: Universal Tour,PS,1998-01-01,Action,0.13,0.09,0,0.01,nan,,
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998-01-01,Fighting,0,0,0.21,0.01,nan,,
Bust-A-Move 4,PS,1998-01-01,Puzzle,0.12,0.08,0,0.01,nan,,
NHL Championship 2000,PS,1998-01-01,Sports,0.12,0.08,0,0.01,nan,,
Kartia: The Word of Fate,PS,1998-01-01,Strategy,0.05,0.03,0.12,0.01,nan,,
WCW Nitro,N64,1998-01-01,Fighting,0.17,0.04,0,0,nan,,
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998-01-01,Adventure,0,0,0.19,0.01,nan,,
Speed Punks,PS,1998-01-01,Racing,0.11,0.08,0,0.01,nan,,
Body Harvest,N64,1998-01-01,Shooter,0.16,0.04,0,0,nan,,
Twisted Edge Extreme Snowboarding,N64,1998-01-01,Sports,0.16,0.04,0,0,nan,,
Re-Volt,PS,1998-01-01,Racing,0.11,0.07,0,0.01,nan,,
Darkstalkers 3,PS,1998-01-01,Fighting,0.11,0.07,0,0.01,nan,,
Quake,N64,1998-01-01,Shooter,0.15,0.04,0,0,nan,,
Vampire Savior: The Lord of Vampire,SAT,1998-01-01,Fighting,0,0,0.18,0,nan,,
Brunswick Circuit Pro Bowling,PS,1998-01-01,Sports,0.1,0.07,0,0.01,nan,,
The King of Fighters '97,PS,1998-01-01,Fighting,0,0,0.16,0.01,nan,,
The King of Fighters '97,SAT,1998-01-01,Fighting,0,0,0.17,0,nan,,
Fighter Maker,PS,1998-01-01,Fighting,0.05,0.04,0.07,0.01,nan,,
Final Fantasy V,PS,1998-01-01,Role-Playing,0,0,0.16,0.01,nan,,
Clock Tower II: The Struggle Within,PS,1998-01-01,Adventure,0.02,0.01,0.12,0.01,49,5.7,M
Kawa no Nushi Tsuri,PS,1998-01-01,Sports,0,0,0.15,0.01,nan,,
N2O: Nitrous Oxide,PS,1998-01-01,Racing,0.09,0.06,0,0.01,nan,,
Buck Bumble,N64,1998-01-01,Action,0.13,0.03,0,0,nan,,
Fighters Destiny,N64,1998-01-01,Fighting,0.13,0.03,0,0,nan,,
Eve: The Lost One,SAT,1998-01-01,Adventure,0,0,0.16,0,nan,,
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998-01-01,Misc,0,0,0.15,0.01,nan,,
Winning Post 3,PS,1998-01-01,Racing,0,0,0.14,0.01,nan,,
Streak: Hoverboard Racing,PS,1998-01-01,Racing,0.09,0.06,0,0.01,nan,,
T'ai Fu: Wrath of the Tiger,PS,1998-01-01,Action,0.08,0.06,0,0.01,nan,,
Chessmaster II,PS,1998-01-01,Strategy,0.08,0.06,0,0.01,nan,,
Cardinal Syn,PS,1998-01-01,Fighting,0.08,0.06,0,0.01,nan,,
The Fifth Element,PS,1998-01-01,Action,0.08,0.05,0,0.01,nan,,
Power Stone,DC,1998-01-01,Fighting,0,0,0.14,0,nan,,
Soukaigi,PS,1998-01-01,Role-Playing,0,0,0.13,0.01,nan,,
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998-01-01,Adventure,0.08,0.05,0,0.01,nan,,
Project V6,PS,1998-01-01,Strategy,0,0,0.13,0.01,nan,,
Bio FREAKS,N64,1998-01-01,Action,0.11,0.03,0,0,nan,,
RockMan & Forte,SNES,1998-01-01,Platform,0,0,0.14,0,nan,,
Houshinengi,PS,1998-01-01,Strategy,0,0,0.13,0.01,nan,,
Guilty Gear,PS,1998-01-01,Fighting,0.03,0.02,0.07,0.01,nan,,
Bio FREAKS,PS,1998-01-01,Action,0.07,0.05,0,0.01,nan,,
Castrol Honda Superbike Racing,PS,1998-01-01,Racing,0.07,0.05,0,0.01,nan,,
The Unholy War,PS,1998-01-01,Strategy,0.07,0.05,0,0.01,nan,,
No Fear Downhill Mountain Biking,PS,1998-01-01,Sports,0.07,0.05,0,0.01,nan,,
Assault: Retribution,PS,1998-01-01,Action,0.07,0.05,0,0.01,nan,,
SkullMonkeys,PS,1998-01-01,Platform,0.07,0.05,0,0.01,nan,,
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998-01-01,Sports,0,0,0.12,0,nan,,
Strikers 1945,PS,1998-01-01,Shooter,0.07,0.05,0,0.01,63,8.2,E
Echo Night,PS,1998-01-01,Adventure,0.03,0.02,0.07,0.01,nan,,
Guardian's Crusade,PS,1998-01-01,Role-Playing,0.07,0.05,0,0.01,nan,,
Bomberman Party Edition,PS,1998-01-01,Puzzle,0.07,0.05,0,0.01,79,8.3,E
Akuji the Heartless,PS,1998-01-01,Platform,0.07,0.04,0,0.01,nan,,
Crime Killer,PS,1998-01-01,Racing,0.07,0.04,0,0.01,nan,,
Lunar 2: Eternal Blue,SAT,1998-01-01,Role-Playing,0,0,0.12,0,nan,,
Thousand Arms,PS,1998-01-01,Role-Playing,0.06,0.04,0,0.01,nan,,
Stolen Song,PS,1998-01-01,Adventure,0,0,0.11,0.01,nan,,
Doukoku Shoshite...,SAT,1998-01-01,Adventure,0,0,0.11,0,nan,,
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998-01-01,Adventure,0,0,0.11,0.01,nan,,
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998-01-01,Adventure,0,0,0.11,0,nan,,
Batman & Robin,PS,1998-01-01,Action,0.06,0.04,0,0.01,nan,,
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998-01-01,Adventure,0.06,0.04,0,0.01,nan,,
X-Men: Children of the Atom,PS,1998-01-01,Fighting,0.06,0.04,0,0.01,nan,,
Dragonseeds,PS,1998-01-01,Action,0.03,0.02,0.04,0.01,nan,,
Lode Runner 3-D,N64,1998-01-01,Action,0.08,0.02,0,0,nan,,
GT64 Championship Edition,N64,1998-01-01,Racing,0.08,0.02,0,0,nan,,
Milo's Astro Lanes,N64,1998-01-01,Sports,0.08,0.02,0,0,nan,,
Jeopardy!,N64,1998-01-01,Misc,0.08,0.02,0,0,nan,,
Virtual Pool 64,N64,1998-01-01,Sports,0.08,0.02,0,0,nan,,
Option Tuning Car Battle,PS,1998-01-01,Racing,0,0,0.09,0.01,nan,,
Shadow Tower,PS,1998-01-01,Role-Playing,0.01,0.01,0.07,0.01,nan,,
Neo Atlas,PS,1998-01-01,Strategy,0,0,0.09,0.01,nan,,
Langrisser V: The End of Legend,SAT,1998-01-01,Strategy,0,0,0.09,0,nan,,
Populous: The Beginning,PS,1998-01-01,Strategy,0.05,0.04,0,0.01,nan,,
World Cup '98 France: Road to Win,SAT,1998-01-01,Sports,0,0,0.09,0,nan,,
Pro Yakyuu Greatest Nine 98,SAT,1998-01-01,Sports,0,0,0.09,0,nan,,
Brigandine: The Legend of Forsena,PS,1998-01-01,Strategy,0.05,0.03,0,0.01,nan,,
Sound Novel Machi,SAT,1998-01-01,Adventure,0,0,0.09,0,nan,,
